segment_row_idx,n_topics_above_threshold,probability_mass_above_threshold,top1_topic_id,top1_topic_name,top1_p_topic,top2_topic_id,top2_topic_name,top2_p_topic,show,year,decade,topic_final,topic_name_final,text_preview,topic_prob_gap_top1_top2
1554,2,0.2012082152240261,6,6_hijos_guagua_hija_mamá,0.1039494987201183,23.0,23_tac_tac tac_hijos_papá,0.0972587165039078,Coco Legrand,2010,2010,6,6_hijos_guagua_hija_mamá,Me aterra realmente la relación Han visto con qué odio las parejas jóvenes se tiran el pasado en la cara sin ningún respeto. ¿Han puesto atención alguna vez en ,0.0066907822162105
3791,2,0.39170407328147594,29,29_amiga_mira mira_amigas_tenés hacer,0.2944632928079339,8.0,8_amante_mujer_marido_matrimonio,0.0972407804735421,Alison Mandel,2024,2020,29,29_amiga_mira mira_amigas_tenés hacer,"Oye, esa misma amiga llega una semana después, «Huevona, ¿qué pasó? ¿Qué pasó?» Le digo a ella, «Es que mi ex está saliendo con una mina y es preciosa.» A ver, ",0.19722251233439178
3919,2,0.2407028920935692,18,18_ciudad_temuco_emocionante_buenas noches,0.1435159807555221,15.0,15_fome_show_oh oh_dichato,0.0971869113380471,Sergio Freire,2024,2020,3,3_presidente_checho_piñera_chile,"Yo hago shows, vendo entradas, y ahora la tengo difícil porque todos vienen para acá a Chile. Los mejores vienen. Yo me tengo que pelear entradas con Dua Lipa, ",0.046329069417475
4189,2,0.2419803229217615,7,7_avión_auto_micro_chofer,0.1456501354133142,14.0,14_loro_carabineros_cartero_carabinero,0.0963301875084473,Pedro Ruminot,2025,2020,7,7_avión_auto_micro_chofer,"Hace unos años inventaron otra ley, la ley de los chalecos amarillos. Todos comprando chalecos amarillos. Huevones que no tenían ni auto con chaleco amarillo. H",0.049319947904866906
103,2,0.3460636106652429,25,25_agua_pez_pueblo_nadar,0.2505781576575154,21.0,21_pam_pam pam_luna_tenis,0.0954854530077275,Hugo Varela,1989,1980,25,25_agua_pez_pueblo_nadar,Yo soy el indio tití. Yo nací en el Humahuaca. Cuando me vienen las ganas en el lago Titicaca.,0.15509270464978792
1878,2,0.1982571067043147,8,8_amante_mujer_marido_matrimonio,0.1031459674473241,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0951111392569906,Bastián Paz,2013,2010,31,31_niño_cabro chico_cabro_chico,"Mamá, ¿qué tiene entre las piernas? La puerta del paraíso. Mi papá, la llave que el vecino tiene la copia.",0.008034828190333493
1618,2,0.3055684271851047,25,25_agua_pez_pueblo_nadar,0.2109602977681835,21.0,21_pam_pam pam_luna_tenis,0.0946081294169212,Óscar Gangas,2011,2010,25,25_agua_pez_pueblo_nadar,"Ese par de curados que venían en el auto, venían en los curados, curados en el auto. En el otro: «¡Compadre, cuidado con el hoyo!». Y oye: «Ese no es un hoyo, u",0.1163521683512623
1174,2,0.2535956839872767,7,7_avión_auto_micro_chofer,0.1590055091332529,14.0,14_loro_carabineros_cartero_carabinero,0.0945901748540238,Paulo Iglesias,2005,2000,7,7_avión_auto_micro_chofer,¿Por qué han visto? ¿Han visto algo más imprudente que un peatón que cruza en cualquier parte? Por eso ahora pienso sacarle parte a los peatones. Yo te lo encue,0.0644153342792291
3911,2,0.4290604698642413,23,23_tac_tac tac_hijos_papá,0.3347181308135553,31.0,31_niño_cabro chico_cabro_chico,0.094342339050686,Sergio Freire,2024,2020,23,23_tac_tac tac_hijos_papá,"Las marchas partieron cuando él tenía 2 años. Me acuerdo que lo tomo, lo pongo aquí en los hombros y le dije, «Vamos a ir a una marcha.» Fuimos a la marcha, lo ",0.24037579176286927
1002,2,0.19275073945834792,23,23_tac_tac tac_hijos_papá,0.0984713193486717,31.0,31_niño_cabro chico_cabro_chico,0.0942794201096762,Gloria Benavides,2002,2000,1,1_canción_pegado_música_luis,"Él es tan chiquitito que cuando nació la enfermera, cuando lo vio en la cuna, pensó que le habían pegado un chicle. Pero se veía precioso, como chiclecito. Dice",0.004191899238995503
4132,2,0.1880261124635825,14,14_loro_carabineros_cartero_carabinero,0.0942861483265258,7.0,7_avión_auto_micro_chofer,0.0937399641370567,Juan Pablo López,2025,2020,7,7_avión_auto_micro_chofer,"Yo ando manejando así, bueno, mirando para todos lados, mirando, yo veo un auto, yo me meto en una autopista, sapeo, salgo en una autopista, miro. Yo veo un un ",0.0005461841894691122
3376,2,0.2997891186922904,15,15_fome_show_oh oh_dichato,0.2061949159051058,18.0,18_ciudad_temuco_emocionante_buenas noches,0.0935942027871846,Ernesto Belloni,2020,2020,15,15_fome_show_oh oh_dichato,"Esas son las... son las cuatro únicas palabras decentes que van a escuchar esta noche. Espérate, espérate, espérate un poquito. ¡Oh! Yo pensé que era el aplauso",0.1126007131179212
630,2,0.3645163055584201,8,8_amante_mujer_marido_matrimonio,0.2711520661776702,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0933642393807499,Sarah Sanders,1998,1990,8,8_amante_mujer_marido_matrimonio,"Y ese señor que llega a casa y se encuentra a su mujer en la cama con otro. Y dice: «Pero bueno, María, ¿qué haces?». Y le dice María al que estaba con ella: «¿",0.1777878267969203
2555,2,0.2440308448227436,7,7_avión_auto_micro_chofer,0.1506967066835693,14.0,14_loro_carabineros_cartero_carabinero,0.0933341381391743,Los Locos del Humor,2016,2010,7,7_avión_auto_micro_chofer,"Te imaginas el accidente, todos tenemos que bajarlo, weón, a ver el accidente ahí, un desfile de auto para allá. Y todos los weones con el chaleco amarillo va a",0.057362568544395004
2239,2,0.227235867159424,25,25_agua_pez_pueblo_nadar,0.133948340125935,21.0,21_pam_pam pam_luna_tenis,0.093287527033489,Arturo Ruiz-Tagle,2015,2010,25,25_agua_pez_pueblo_nadar,"Yo el año pasado hice clases en una universidad, cabros que quieren estudiar teatro. Huevada de ellos, yo a la clase nomás. Llegó un cabro y un cabro con una un",0.04066081309244601
2756,2,0.38345227073107463,8,8_amante_mujer_marido_matrimonio,0.2903672467586446,29.0,29_amiga_mira mira_amigas_tenés hacer,0.09308502397243,"Carlos ""El Mono"" Sánchez",2017,2010,8,8_amante_mujer_marido_matrimonio,"El que tiene amante... Miren el silencio que acabo de lograr. Quedan las señoras así y el marido: «Es chiste, es chiste». El que tiene amante, señoras, no lleva",0.1972822227862146
2173,2,0.2185147092683303,24,24_plata_bolsa_crédito_chino,0.1254451552035026,26.0,26_pesos_banco_lucas_crisis,0.0930695540648277,León Murillo,2015,2010,3,3_presidente_checho_piñera_chile,Y esto se lo digo para que me vayan conociendo porque yo asumo mi condición de desconocido. Y es lógico porque yo toda mi carrera la he desarrollado en bares. L,0.03237560113867491
2208,2,0.210298094225464,8,8_amante_mujer_marido_matrimonio,0.1175135828265827,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0927845113988813,León Murillo,2015,2010,8,8_amante_mujer_marido_matrimonio,"En fin, Estas parejas se dejan de hablar, una semana sin hablarse, después de una semana sin hablarse, yo creo que ya te lo haya escrito todo, po huevón. Despué",0.024729071427701393
2003,2,0.2384027659308604,5,5_mujeres_hombres_mujer_hombre,0.1457782003111568,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0926245656197036,Jorge Alís,2014,2010,5,5_mujeres_hombres_mujer_hombre,"¿Dónde mierda estaba? El hombre no mira los culos, mujeres. Los culos nos miran a nosotros. verdad. Es como... es como que tengo un enano adentro. Pasa una mina",0.05315363469145319
1285,2,0.2066364216307742,21,21_pam_pam pam_luna_tenis,0.1141622417093358,25.0,25_agua_pez_pueblo_nadar,0.0924741799214384,Ruperto,2006,2000,20,20_farmacia_viagra_viejito_cajas,"«¿Usted también trabaja?» «No, no la creo, no. ¿Trabaja ahí arriba?» «No, ¿usted trabaja arriba? No, me está mintiendo.» «Y cuando me caigo está abajo abajo.»",0.021688061787897395
557,2,0.2084112716960636,8,8_amante_mujer_marido_matrimonio,0.1159785277143304,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0924327439817332,Pancho del Sur,1997,1990,11,11_jorge_cama_dormir_pa,"Súper gorreado, en serio, si a veces tiene que disfrazarse de vecino para acostarse con la señora.",0.023545783732597192
1065,2,0.20602126609220062,14,14_loro_carabineros_cartero_carabinero,0.113651041921453,26.0,26_pesos_banco_lucas_crisis,0.0923702241707476,Palta Meléndez,2004,2000,14,14_loro_carabineros_cartero_carabinero,"Bueno, nos vamos a reír de otra cosa. Fíjese que hoy día con porque años atrás nosotros teníamos cinco canales de televisión o cuatro, hoy día tenemos más de 90",0.021280817750705408
3790,2,0.2986990551673499,29,29_amiga_mira mira_amigas_tenés hacer,0.2068508464964102,8.0,8_amante_mujer_marido_matrimonio,0.0918482086709397,Alison Mandel,2024,2020,29,29_amiga_mira mira_amigas_tenés hacer,"Es que sabes que yo de verdad no entiendo por qué uno a veces como que no calza con la suegra porque yo calzo como con las mujeres, las mujeres somos buenas ami",0.1150026378254705
2163,2,0.3265195609989211,24,24_plata_bolsa_crédito_chino,0.2360407125371503,26.0,26_pesos_banco_lucas_crisis,0.0904788484617708,Huaso Filomeno,2015,2010,24,24_plata_bolsa_crédito_chino,"Le voy a pagar con la misma moneda. Le voy a pagar con la misma moneda, está condenada. Pero así como ando vestido, no me va a comer ni el ácido, huevón, dije y",0.14556186407537952
648,2,0.367143107243202,26,26_pesos_banco_lucas_crisis,0.2769815957338005,24.0,24_plata_bolsa_crédito_chino,0.0901615115094015,Gloria Benavides,1998,1990,26,26_pesos_banco_lucas_crisis,"Soñar no cuesta nada. Maestro, ¿verdad que soñar no cuesta nada? ¿Qué más quisiera yo que tener este cucu? Pero desgraciadamente el cucu no es mío. Lo tuve que ",0.186820084224399
3866,2,0.2782938224577956,19,19_colegio_profe_profesor_profesora,0.1881535004156512,23.0,23_tac_tac tac_hijos_papá,0.0901403220421444,Luis Slimming,2024,2020,4,4_abuela_vieja_abuelita_suegra,"A propósito de las caries que estábamos hablando, ¿le han cachado cuando van al dentista y se tienen que tomar como una radiografía mandibular? Y lo sientan com",0.09801317837350682
2006,2,0.2603121527178924,29,29_amiga_mira mira_amigas_tenés hacer,0.170486280183418,8.0,8_amante_mujer_marido_matrimonio,0.0898258725344744,Jorge Alís,2014,2010,11,11_jorge_cama_dormir_pa,"Digo: 'No peleemos, mi amor, no peleemos. Por favor, pongamos música, poesía, nos comemos una tablita de queso'. 'No, que el queso me tranca'. Digo: 'Te estoy h",0.0806604076489436
1105,2,0.206630331847465,30,30_maestro_foto_llené_comentar,0.1170756361473494,21.0,21_pam_pam pam_luna_tenis,0.0895546957001156,Hugo Varela,2005,2000,21,21_pam_pam pam_luna_tenis,Yo voy a intentar hacer sonar esto; para que suene hay que introducirle esta especie de pituto que hay que meterlo en un agujerito que tiene en la parte de atrá,0.0275209404472338
405,2,0.3333538014186356,26,26_pesos_banco_lucas_crisis,0.2444826934275163,24.0,24_plata_bolsa_crédito_chino,0.0888711079911193,Dino Gordillo,1996,1990,26,26_pesos_banco_lucas_crisis,"Hay cosas, anécdotas... cuenta la historia de que llegó una un fax, porque ahora llegan fax... antes de llegar el telegrama o un tarado en bicicleta que te lleg",0.155611585436397
4017,2,0.18069033925481098,6,6_hijos_guagua_hija_mamá,0.0920631590575428,23.0,23_tac_tac tac_hijos_papá,0.0886271801972682,"Daniela ""Chiqui"" Aguayo",2025,2020,6,6_hijos_guagua_hija_mamá,"Y de repente se acercó una mamá simpática, la mamá, porque me dijo, ""No llore, mamita. No llore, mamita, si el primero duele, el tercero va tan la raja lo tira ",0.003435978860274594
2474,2,0.1842710343084295,5,5_mujeres_hombres_mujer_hombre,0.0956512621268369,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0886197721815926,Natalia Valdebenito,2016,2010,0,0_perro_perrito_mono_gallo,"Ustedes deben pensar que yo odio a los hombres. La verdad, no, me gustan todos... o sea, no todos. Porque francamente hay alguno que, la verdad, hay que tener e",0.007031489945244301
757,2,0.1884524619657627,21,21_pam_pam pam_luna_tenis,0.0999392416232012,30.0,30_maestro_foto_llené_comentar,0.0885132203425615,Melón y Melame,1999,1990,1,1_canción_pegado_música_luis,"Mira, él le hace una canción a la casita. Ya. Y el sello después en el casete pone: «Prohibida la reproducción».",0.0114260212806397
2151,2,0.2571238731328527,24,24_plata_bolsa_crédito_chino,0.1687567616515569,26.0,26_pesos_banco_lucas_crisis,0.0883671114812958,Huaso Filomeno,2015,2010,24,24_plata_bolsa_crédito_chino,"Bueno, pero donde la remató me dijo, para ir no me dice: «Puta, no encuentro pega. ¿Qué puedo hacer?». Ya le dije: «Yo voy a mover unos hilos, unos contactos. T",0.0803896501702611
518,2,0.2378104873286933,8,8_amante_mujer_marido_matrimonio,0.1494914041406092,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0883190831880841,Dino Gordillo,1997,1990,8,8_amante_mujer_marido_matrimonio,"Como ese otro que llegó. Así la mujer ya no aguantaba más. Fue al psicólogo, porque hoy en día van al psicólogo cuando tienen problemas y te iban a rezar. Hoy e",0.06117232095252512
3858,2,0.26732894580121513,8,8_amante_mujer_marido_matrimonio,0.1790372505964795,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0882916952047356,Luis Slimming,2024,2020,3,3_presidente_checho_piñera_chile,"Y el Boris soltero, ¿qué me va a decir de eso? ¿Ah? Oye, esta cuestión la predije el año pasado. Mira, mucha que no le gusta que esté soltero, parece. Oye, yo e",0.0907455553917439
2814,2,0.2854502521646478,6,6_hijos_guagua_hija_mamá,0.1972418171499518,23.0,23_tac_tac tac_hijos_papá,0.088208435014696,"Juan Luis ""Jajá"" Calderón",2017,2010,6,6_hijos_guagua_hija_mamá,"Cuando tenía 11 años, mi señora me dijo: «Mira, Juan Luis, nuestra hija entra en una edad difícil y me parece que sería bueno que hablaras con ella de sexo». Le",0.10903338213525579
2848,2,0.25796585073415657,23,23_tac_tac tac_hijos_papá,0.1700407602343656,6.0,6_hijos_guagua_hija_mamá,0.087925090499791,"Juan Luis ""Jajá"" Calderón",2017,2010,6,6_hijos_guagua_hija_mamá,"Mi madre siempre dijo: «La gran herencia que le voy a dejar a mis hijos es la educación». Por eso yo repetí tres veces el segundo medio, quería aprovechar bien ",0.0821156697345746
1241,2,0.1822196249763654,21,21_pam_pam pam_luna_tenis,0.0943944259080641,30.0,30_maestro_foto_llené_comentar,0.0878251990683013,Coco Legrand,2006,2000,21,21_pam_pam pam_luna_tenis,"Nosotros estamos construidos siempre para tener rabia, ellas están construidas y hechas siempre para sentir pena. Figúrate que si yo hubiese tenido que pedir un",0.006569226839762798
29,2,0.1771940925156662,29,29_amiga_mira mira_amigas_tenés hacer,0.089431761647313,8.0,8_amante_mujer_marido_matrimonio,0.0877623308683532,Hugo Goodman,1974,1970,16,16_cielo_pi_san pedro_pérez,"Acá tenemos el... oye, ¿seguís bueno para el que te dije? ¿Ah? El otro día estaba tan borracho en una esquina, estaba cocido. Diciéndole piropos a todas las muj",0.001669430778959799
122,2,0.18730160246244182,24,24_plata_bolsa_crédito_chino,0.0996020614169459,26.0,26_pesos_banco_lucas_crisis,0.0876995410454959,Pujillay,1990,1990,26,26_pesos_banco_lucas_crisis,"Llega la ventanilla, diga no más, señor, ¿cuánto vale una carta para Concepción? 15 pesos, señor. 15 pesos, 15 pesos, 15 * 2 30 3 * 4 12 y dos cartas 30 pesos, ",0.011902520371449996
3619,2,0.221229487515876,29,29_amiga_mira mira_amigas_tenés hacer,0.133606141929284,8.0,8_amante_mujer_marido_matrimonio,0.087623345586592,Pamela Leiva,2023,2020,8,8_amante_mujer_marido_matrimonio,"Pero también me di cuenta que yo también puse falsa expectativa en esa cirugía, porque claro, mi vida mejoró y mi salud mejoró mucho, pero yo pensaba ilusamente",0.04598279634269199
2684,2,0.3056037695006622,29,29_amiga_mira mira_amigas_tenés hacer,0.2181869152734533,8.0,8_amante_mujer_marido_matrimonio,0.0874168542272089,"Daniela ""Chiqui"" Aguayo",2017,2010,11,11_jorge_cama_dormir_pa,"Miren, igual yo les voy a contar que a mí cuando un hombre me invita a salir, a mí la inteligencia se me traslada a otras zonas del cuerpo y no sé, empiezo a to",0.1307700610462444
3188,2,0.19872909855134252,8,8_amante_mujer_marido_matrimonio,0.1114015938263983,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0873275047249442,Alejandra Azcárate,2018,2010,8,8_amante_mujer_marido_matrimonio,"Ahora toca con total romanticismo y ternura sin rosas, sin fresas, sin velas y sin champaña. entrarlo a él. Caído, doblado de la borrachera que no se puede tene",0.024074089101454102
237,2,0.2111778383822785,8,8_amante_mujer_marido_matrimonio,0.1240361829609609,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0871416554213176,Lucho Navarro,1992,1990,8,8_amante_mujer_marido_matrimonio,"Ahora las mujeres miren cómo cambian cuando se casan también. Cuando están pololeando, cuando están de novia, en la noche escondidas del papá y la mamá se van a",0.0368945275396433
2264,2,0.20099381608979722,31,31_niño_cabro chico_cabro_chico,0.1139905998876205,23.0,23_tac_tac tac_hijos_papá,0.0870032162021767,Arturo Ruiz-Tagle,2015,2010,14,14_loro_carabineros_cartero_carabinero,"Sí, yo tengo mío. Yo también, pues, huevón. El problema de la delincuencia es un problema mundial, un problema que se basa en la desigualdad social que de los c",0.026987383685443803
457,2,0.1831477008511126,21,21_pam_pam pam_luna_tenis,0.0963710048270913,30.0,30_maestro_foto_llené_comentar,0.0867766960240213,Dinamita Show,1996,1990,21,21_pam_pam pam_luna_tenis,"No, pasa con un millonario de esos apretados, que no le dan plata nadie, que ande enojado con toda la gente, hasta con ellos mismos, ¿vale? Pasa enojado, bien e",0.009594308803069995
3314,2,0.1851652224136249,30,30_maestro_foto_llené_comentar,0.0984013678541984,21.0,21_pam_pam pam_luna_tenis,0.0867638545594265,Mauricio Palma,2019,2010,21,21_pam_pam pam_luna_tenis,"No, de verdad, bueno, para algunas cosas son creativos porque para subsistir, ay, que me cuesta. ¿Hay qué me acuesta? A las nalgas deme un bono, deme un bono. S",0.01163751329477189
4066,2,0.2447653838319764,8,8_amante_mujer_marido_matrimonio,0.1580185274377028,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0867468563942736,Edo Caroe,2025,2020,6,6_hijos_guagua_hija_mamá,"Así como ya, como para molestarnos, simplemente para molestarnos. Lo difícil de tanto tiempo en pareja también es, eh, mantener la sexualidad. Sí. Eh, yo estoy ",0.07127167104342921
1291,2,0.2058093026367377,21,21_pam_pam pam_luna_tenis,0.1192338858897518,30.0,30_maestro_foto_llené_comentar,0.0865754167469859,Ruperto,2006,2000,15,15_fome_show_oh oh_dichato,"«Mira, lo voy a hacer con una condición.» «Ya.» «Si yo me caigo y me mato, no, yo no respondo.» «Bueno, ya, yo tampoco respondo, ¿ah?»",0.03265846914276589
21,2,0.19746741418774122,8,8_amante_mujer_marido_matrimonio,0.1109179354836855,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0865494787040557,Hugo Goodman,1974,1970,1,1_canción_pegado_música_luis,"Bueno, este les quería decir, les quería decir, hoy estaba leyendo el periódico, estaba leyendo que Elizabeth Taylor nuevamente se divorcia. ¡Qué chinguelhuecho",0.024368456779629802
505,2,0.1814393529141028,19,19_colegio_profe_profesor_profesora,0.0950143033901015,23.0,23_tac_tac tac_hijos_papá,0.0864250495240013,Dino Gordillo,1997,1990,19,19_colegio_profe_profesor_profesora,"Digo esto yo y claro, los chicos han cambiado, ¿eh? El otro día fui con mi hijo a inscribirlo porque ahora viene la después la vacación la época del martirio de",0.008589253866100197
3340,2,0.180361149741325,29,29_amiga_mira mira_amigas_tenés hacer,0.0939569093158876,8.0,8_amante_mujer_marido_matrimonio,0.0864042404254374,Javiera Contador,2020,2020,29,29_amiga_mira mira_amigas_tenés hacer,"O sea De hecho, de mi mi grupo de mi grupo amiga, a dos nomás nos coincide. A mí me coincide Diego y a ella le coincide Vicente, pero pero le coincide el hombre",0.007552668890450198
4190,2,0.1976576712308833,15,15_fome_show_oh oh_dichato,0.1112629592374318,18.0,18_ciudad_temuco_emocionante_buenas noches,0.0863947119934515,Pedro Ruminot,2025,2020,2,2_chileno_chile_chilenos_argentino,"Que vuelva la fila de antes. Uno se mete a comprar una entrada, se mete a un recital y quedas en el lugar 538.628. Y como somos, decimos: «No, yo creo que voy a",0.024868247243980304
158,2,0.1953211157298333,7,7_avión_auto_micro_chofer,0.1089897545035008,14.0,14_loro_carabineros_cartero_carabinero,0.0863313612263325,Palta Meléndez,1991,1990,7,7_avión_auto_micro_chofer,"Se mete por esas calles San Isidro, Santa Rosa, ahí en Santiago, donde hay calles en los hoyos. Llega la avenida Mata, donde está el Parque Ojigi, en Fantasilan",0.0226583932771683
771,2,0.28386191902927793,24,24_plata_bolsa_crédito_chino,0.1975405098296589,26.0,26_pesos_banco_lucas_crisis,0.086321409199619,Álvaro Salas,2000,2000,24,24_plata_bolsa_crédito_chino,"Oye, que ganaba poco, ahora se acabó cuenta. ¿Cómo vivía en esa época? Con todo el respeto le decíamos el sueldo mensual, en serio, fíjese. Nos llega una al mes",0.1112191006300399
781,2,0.176427503836183,26,26_pesos_banco_lucas_crisis,0.0904373599853025,14.0,14_loro_carabineros_cartero_carabinero,0.0859901438508805,Álvaro Salas,2000,2000,14,14_loro_carabineros_cartero_carabinero,"un empleado que por descuido dejó olvidado un frasco de Viagra sobre el computador, al otro día se encontró con el disco duro.",0.004447216134422005
3777,2,0.20208129468021402,8,8_amante_mujer_marido_matrimonio,0.116480159847182,29.0,29_amiga_mira mira_amigas_tenés hacer,0.085601134833032,Fabrizio Copano,2023,2020,3,3_presidente_checho_piñera_chile,"Amigos míos, yo le recomiendo a las parejas que estén peleadas, pegarle a un tercer huevón. Te une de una manera, es tan bonito. Y a nosotros nos unió mucho por",0.030879025014150005
3187,2,0.4304929592401593,8,8_amante_mujer_marido_matrimonio,0.3449340330217868,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0855589262183725,Alejandra Azcárate,2018,2010,8,8_amante_mujer_marido_matrimonio,"Y sale uno de ahí directamente a enfrentarse a la magia de la noche de bodas, que ya no es como las de antes. Antes entraban a la mujer con un vestido muy pompo",0.25937510680341436
151,2,0.2704527620391919,7,7_avión_auto_micro_chofer,0.1849795938153695,14.0,14_loro_carabineros_cartero_carabinero,0.0854731682238224,Palta Meléndez,1991,1990,7,7_avión_auto_micro_chofer,"Dirigiendo el tránsito entre luchando entre los estudiantes, entre los micreros, los peatones, por suerte los estudiantes en esta época están de vacaciones, por",0.0995064255915471
2799,2,0.2047286527388153,8,8_amante_mujer_marido_matrimonio,0.1194420687343491,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0852865840044662,"Carlos ""El Mono"" Sánchez",2017,2010,8,8_amante_mujer_marido_matrimonio,"Es lo más bello que puede existir, el matrimonio. La luna de miel es ese momento lindo, sublime, donde se rompe todo. Entra uno con ella así cargada cuando toda",0.03415548472988289
3892,2,0.2621791322453406,6,6_hijos_guagua_hija_mamá,0.177150001397118,23.0,23_tac_tac tac_hijos_papá,0.0850291308482226,Lucho Miranda,2024,2020,6,6_hijos_guagua_hija_mamá,"En mi cuña, yo vivía con mi mamá, mi papá, ellos siempre me me cuidaron mucho, fueron muy sorrodedores y se entiende igual, yo tengo para dar y cerebral práctic",0.09212087054889541
75,2,0.1701308803158153,23,23_tac_tac tac_hijos_papá,0.0854096597702943,31.0,31_niño_cabro chico_cabro_chico,0.084721220545521,Jorge Romero,1979,1970,10,10_salta salta_salta_bailar_baile,Y voy a aprovechar de rendirle personalmente mi menaje al maestro Lázaro Sabedra. La llamé chiquitita porque como él es bajito. Entonces: «¡Que se pare! ¡Que se,0.0006884392247732962
3045,2,0.1775905365794589,8,8_amante_mujer_marido_matrimonio,0.0929280869619879,29.0,29_amiga_mira mira_amigas_tenés hacer,0.084662449617471,Jenny Cavallo,2018,2010,29,29_amiga_mira mira_amigas_tenés hacer,"Otra cosa que me pasó cuando estaba embarazada, amigas y amigos, es que andaba andaba como fogosa. No sé, por la hormona y como que uno anda así como toda redon",0.008265637344516893
2215,2,0.1928638221360753,8,8_amante_mujer_marido_matrimonio,0.1085268197530943,29.0,29_amiga_mira mira_amigas_tenés hacer,0.084337002382981,Arturo Ruiz-Tagle,2015,2010,8,8_amante_mujer_marido_matrimonio,"«Murió en el acto sexual», mentira, mueren cuando despiertan y se encuentran.",0.024189817370113303
898,2,0.2026737231660484,29,29_amiga_mira mira_amigas_tenés hacer,0.1183516020373022,8.0,8_amante_mujer_marido_matrimonio,0.0843221211287462,Dino Gordillo,2000,2000,11,11_jorge_cama_dormir_pa,"Porque el chileno tiene esa cosa tierna. Ahora mismo el tipo se queda bien bueno para la balanza, tenía una vecina superfea y salía y esperaba que saliera la vi",0.03402948090855601
4144,2,0.2112615085445036,29,29_amiga_mira mira_amigas_tenés hacer,0.1269645787512167,5.0,5_mujeres_hombres_mujer_hombre,0.0842969297932869,Juan Pablo López,2025,2020,2,2_chileno_chile_chilenos_argentino,"Estoy de acuerdo con el deporte y la alimentación saludable, sin embargo me caen mal los weones que trotan. Me caen mal los que trotan. Sé que este país se está",0.042667648957929794
3775,2,0.2661727684486529,21,21_pam_pam pam_luna_tenis,0.1822691088338164,25.0,25_agua_pez_pueblo_nadar,0.0839036596148365,Fabrizio Copano,2023,2020,21,21_pam_pam pam_luna_tenis,"Entonces, ya estábamos discutiendo en este baño y de repente llegó el dueño de casa. Y dice: «Oye, ya pues huevón, salgan del baño, pues, huevón». ¿Cachái? Con ",0.09836544921897988
317,2,0.1758211668850551,21,21_pam_pam pam_luna_tenis,0.092054858132858,30.0,30_maestro_foto_llené_comentar,0.0837663087521971,"Jorge ""Chino"" Navarrete",1994,1990,2,2_chileno_chile_chilenos_argentino,"Oye, y estamos haciendo acá en Santiago en esta época de la colonia las casas supergrandes, supergrandes, inclusive la vuelta tiene una S y una G, ¿verdad? Supe",0.008288549380660912
401,2,0.17284185993145168,18,18_ciudad_temuco_emocionante_buenas noches,0.0891773996887956,15.0,15_fome_show_oh oh_dichato,0.0836644602426561,El Pampero,1995,1990,20,20_farmacia_viagra_viejito_cajas,"Era la fiesta de Antamua. Después le toca al oso y el oso dice, «De que listo, ya.» Y llega allá y empieza, «De que me da un bebé, bebé, bebé, bebé, bebé.» De q",0.005512939446139495
3807,2,0.2782484542210093,23,23_tac_tac tac_hijos_papá,0.1945960229690671,31.0,31_niño_cabro chico_cabro_chico,0.0836524312519422,Alison Mandel,2024,2020,23,23_tac_tac tac_hijos_papá,"Bueno, yo vivo con cuatro hombres, nos cuesta mucho a nosotros salir como familia y la otra vez salimos ¿no? Y mira, ya habíamos lo habíamos pasado bien, era de",0.11094359171712491
1967,2,0.244763163161726,24,24_plata_bolsa_crédito_chino,0.161329546318075,26.0,26_pesos_banco_lucas_crisis,0.083433616843651,Jorge Alís,2014,2010,26,26_pesos_banco_lucas_crisis,"Ustedes no entregan esos cuatro... Dona los 4 pesos a la fundación «Abuelito, dime tú». Y uno por culpa dice, «Sí, dale, 4 pesos de mierda». Pero 4 pesos por 20",0.077895929474424
1989,2,0.2251161224372955,5,5_mujeres_hombres_mujer_hombre,0.1417753725743124,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0833407498629831,Jorge Alís,2014,2010,5,5_mujeres_hombres_mujer_hombre,Las minas cambiaron mucho. No servimos para nada los hombres. Las minas cambiaron mucho. Las mujeres de antes ni hablaban. ¿Ustedes se piensan que la mina de Cr,0.05843462271132932
70,2,0.2596598222230802,5,5_mujeres_hombres_mujer_hombre,0.1763196734104599,29.0,29_amiga_mira mira_amigas_tenés hacer,0.0833401488126203,Carlos Helo,1979,1970,5,5_mujeres_hombres_mujer_hombre,"Decía que el párroco de los artistas, el capellán, no es igual que el capellán del ejército, porque el capellán del ejército es diferente; pero sabían en un ent",0.0929795245978396
