segment_row_idx,topic_id_matrix,topic_id_assumed,p_topic,topic_id,show,year,decade,topic_final,topic_name_final,model_text,topic_name,topic_rank
202,10,10,1.0,10,Hermógenes Conache,1991,1990,10,Transporte,"Quería cruzar la Alameda, tantos vehículos que pasaban, 5 horas tratando de cruzar la calle y no podía. Al otro lado había un señor, le pregunté: «¿Tú cómo atravesaste?». «No», me dijo, «yo nací a este lado».",Transporte,1
203,1,1,0.1980598350616468,1,Hermógenes Conache,1991,1990,1,Familia,"Me fui a vivir con una familia, todos eran delincuentes, al abuelito se lo llevaron a la cárcel por ladrón. Eran tan chulos que se lavaban el pelo con limón. Ladrón es el hijo mayor; cuando nació, nació con la mano cerrada. A los 2 años abrió la mano: tenía el anillo de la matrona.",Familia,1
204,0,0,1.0,0,Hermógenes Conache,1991,1990,0,Chilenidad,Y todos los años que estoy en Santiago me invitan a actuar fuera del país voluntariamente. El primer país que visité: Canadá. Asunto de cheques. Que eso no es chiste.,Chilenidad,1
205,0,0,1.0,0,Hermógenes Conache,1991,1990,0,Chilenidad,"Cuando uno viaja lo primero que hay que reconocer es pintoresco, son los personajes típicos de cada país. En Chile tenemos al guaso, en Argentina al gaucho, en Bolivia el lomberrana. Y en Canadá el policía montado, no vi ninguno. Ahí ya el primer policía montado. El año pasado No, ahora no sé. El año pasado fue a Europa, estuve en Italia, ahí conocí la ruina del Machu Picchu. Andaba más perdido que un poroto en una paella marina.",Chilenidad,1
206,0,0,0.2366314784285937,0,Hermógenes Conache,1991,1990,0,Chilenidad,"Más que nada fui a los países nórdicos. Estuve en Suecia, Dinamarca. Usted sabe que Dinamarca es una isla rodeada por agua. Y al sur de Suecia hay un puerto que se llama Malmö y en la aduana que hay en el puerto no te imaginan a nadie, excepto que sea chileno y humorista. Ese día coincidencia el oficial de aduana también es el chileno. Vino una fila bien larga, no no digo cola por ofender a algún músico. Vino una fila larga sin la fila. Entonces eh No, músico este lado ordena. Porque ustedes yo sé que no puedo ofender. Ya. Oiga, venía un tipo así alto, maceteado, típico chileno, 1,48 rubio de pelo negro, ojos verdes bien café, pelo en pecho, no tenía pelo, le iba a arreglar un tapón, más ordinario que hacer Wincer en el Marga Marga. Oiga, el tipo enfermo de ordinario, venía caminando así en la fila, venía más arrugado que la tapapán. Oye, se notaba que el tipo era era más pesado que que un camulan mojado más o menos, sí, ¿ah?",Chilenidad,1
207,0,0,1.0,0,Hermógenes Conache,1991,1990,0,Chilenidad,"Venía caminando y el oficial de aduana que era chileno dijo, ""Me tinca que este gil culeco es chileno, así que a este lo voy a registrar."" ¿Vos sos chileno? Que tengo vista alemán. ¿Escuchas que soy prepotente? ¿Cómo que tuviste elecciones y te pusiste prepotente? Claro que soy chileno, mugil culeco. ¿Sabes quién soy yo? No, no sé quién sois vos. Te voy a dejar metido. No te quitéis conmigo, sin el culeco que te puedo colocar la quiruza. Y te voy a rajarte el paño. Y te pongo la Fanta Clara. En el guari y nadie. Y te la pongo entre los ojos, me sé que la mete en el pecho así intentando y la boca y si meten los ojos te cogen con la juli juli y con la cola con la arriba y con los ojos por abajo. Así que soy grasosillo. Abre la maleta. No la abro. Abre la maleta, te están diciendo. Sí. No la abro. Si no abres la la maleta, te la tiro al mar. Tíralla, pues. El oficial le toma la maleta, sí, se la tira al mar. No era mía.",Chilenidad,1
208,0,0,0.0832612388625283,0,Hermógenes Conache,1991,1990,0,Chilenidad,"Volví hasta Santiago Policía internacional le habían dado el dato que el rotito venía cargado con una mercadería por allá. Estas cuestiones estaban ahí del OS7 que se cargan ¿Cómo se llaman estas cuestiones, compadre? Drogas, esas cuestiones. Ay, qué asco. Y venía pasando el rotito y estaba el compadre que se encarga de eso. Va pasando el rotito. Al bo. ¿Qué? A vos te hablo, prepotente. Yo te mucho. Abre la maleta. Ya lo contaste el chiste ese ya, po. Abre la maleta, preciosito. Precioso, abre la maleta y dentro de la maleta saca una bolsa plástica con una sustancia blanca en polvo. Eh, leche. ¿De dónde venís vos? ¿De dónde venís vos? ¿De dónde venís vos? ¿De dónde venís vos? De Jerusalén vengo. ¿Y qué trae en la bolsita? Bueno, si tengo Jerusalén que voy a traer tirafaña. A ver, espérate para acá. A ver. Y de la buena más arriba. Oye, pero esto es cocaína, po. Ah, mi amor [OVERLAP] Milagro, milagro, milagro.",Chilenidad,1
209,0,0,1.0,0,Hermógenes Conache,1991,1990,0,Chilenidad,"Milagro, milagro, milagro. Y ahí personaje en Chile que nunca van a pasar de moda, el el roto chileno. El tipo llega donde el doctor y dice, «Doctores, buenas tardes por la mañana.» «Sabe, doctor, que vengo a cortarte porque resulta que tengo un dolor de cabeza por todo el cuerpo.» Ahora hombre, ¿qué es lo que siente? Bueno, doctor, siento tanto molestarlo. O sea, estúpido que no sabe qué es lo que tiene. Tengo un fundito en el sur. No sé, aquí quiero saber qué le pasa. Ah, resulta que vengo a hablar con usted porque resulta que tengo un problema sexual. Se equivocó, señor, porque yo soy dentista. O don tólogo, porque no tengo no tengo nada que ver con el sexo. En el caso mío, sí, doctor. Su problema es sexual, ¿qué tengo que decir yo que soy dentista? Deje que explicarle, doctor. Siempre que voy por la calle me hace una mina bien buena, yo le hago un Y puta, que me duele esta muela.",Chilenidad,1
212,21,21,1.0,21,Hermógenes Conache,1991,1990,21,Abuelos,"Siguió caminando el rotito así y llega al cementerio como a las 16 de la madrugada. Muerto cosío. Golpea el timbre. Por aquí tiene que estar la tumba de la vieja. Nunca me olvidaré de la vieja porque la vieja es vieja. Me acuerdo cuando llegaba con un copete en la casa. «Un humanoide» me decía la vieja. Cuando llegaba con un comedi... Me acuerdo un día desaparecí el día viernes, llegué el día lunes a las 4 de la tarde. Ahí está la vieja esperándome en la puerta. «¿Dónde ande te metiste el fin de semana?» «Me raptaron los ovnis.» «Claro que yo soy tonta, te voy a creer.» «Me dijeron bien clarito que si vos no me creíais, este fin de semana me van a raptar de nuevo.»",Abuelos,1
214,32,32,0.1073083275990283,32,Hermógenes Conache,1991,1990,10,Transporte,"Siguió caminando el rotito. Siguió caminando el rotito así. Mira el rotito la mañana trabajaba en el pen y la tarde en el poh. Vaya que hacer con tanta plata. Cada vez que le pagaban la plata le guardaban un pañuelo, no es que le pagaran un moco. Oiga, el tipo A todo el mundo le debía plata. Hasta luz del auto se la habían cortado. Oiga, el tipo no le iba a quedar así. Él estaba colgado, estaba el alcantarillado. Se cuestan el mejor amigo y se compran y no hay que hacer a todo el mundo le dio plata. Con decirte que si mi mujer se fuera con otro yo me voy con ellos.",Disparates,1
222,0,0,0.1765057390757516,0,Hermógenes Conache,1991,1990,0,Chilenidad,"Para comenzar, voy a voy a hacer una imitación de un joven conjunto chileno. No le digo el nombre porque nadie y ustedes solamente las iniciales. De Pancho Fregú del Campo, el tema Sufrir. El conjunto se llama Los Guasos Pincheros. Y a todos si no les gusta el tema Sufrir por los prisioneros. Canta Benjamín Maquena. Entonces, de Pancho Fregú del Campo el tema Sufrir.",Chilenidad,1
223,29,29,0.0858538490553164,29,Hermógenes Conache,1991,1990,12,Reggaeton,"Ahora es una imitación importante de un gran cantante español que ha venido muchas veces a Chile. Él se llama Rafael. Rafael Martínez, un amigo que tengo en España. Y Rafael vino a su final de viña y quería que le regalaran la gaviota de oro. La duca de plata le habría dado yo Rafael. Lástima que no den el premio ahora. Entonces, el en paso tenido menor y dos sostenido y pasado al salto laja y luego Pinto Reco el estado región. Rafael lo hace más o menos afá.",Personajes,1
223,12,12,0.0835736984800174,12,Hermógenes Conache,1991,1990,12,Reggaeton,"Ahora es una imitación importante de un gran cantante español que ha venido muchas veces a Chile. Él se llama Rafael. Rafael Martínez, un amigo que tengo en España. Y Rafael vino a su final de viña y quería que le regalaran la gaviota de oro. La duca de plata le habría dado yo Rafael. Lástima que no den el premio ahora. Entonces, el en paso tenido menor y dos sostenido y pasado al salto laja y luego Pinto Reco el estado región. Rafael lo hace más o menos afá.",Reggaeton,2
224,29,29,1.0,29,Hermógenes Conache,1991,1990,29,Personajes,"«Amigos míos. Reque de amigo mío. Muy sé que tengo amigos.» Voy a imitar a Sandro mejor. «Amigos... Oh, oh, oh...» Nunca pude controlar la izquierda, señores.",Personajes,1
225,0,0,1.0,0,Hermógenes Conache,1991,1990,0,Chilenidad,"Eh. En la mayoría de las ciudades importantes, a los jóvenes grandes han hecho paseos peatonales. En Santiago y en Valparaíso en el paseo Ahumada, la gente con cariño le llama a la calle la eterna primavera, para todo el año verde. Y recién había pasado una promoción de Agua Brava. Ahí ha pasado el Guanaco. Y en el paseo Ahumada siempre hay una micro que está estacionada. No tiene recorrido la micro. Es de color palta. Y es la única micro que tiene antejardín porque tiene rejas. El caballero que cuidaba la micro, él del mismo color de la micro, en su mano su raqueta de tenis. Y cuando: «¿Qué tenís? ¿Qué tenís?». Y detrás de la micro se estacionó un Fiat 600 chiquitito. Hubiese sido un Fiat más grande habría sido un Fiat 1500. Así que parte el policía para allá, decirle que está mal estacionado, así que parte para allá. Le dice: «Eh, caballero, eh, muy buenas tardes. Perdón que lo moleste, pero realmente no sé cómo dirigirme a usted para que no se ofenda, pero realmente me embarga una vergüenza tremenda, le diré, ¿no?». «Pero bueno, era lo último que me faltaba a mí que me embargaran también». «Y realmente, señor, mire, no... lo único que le puedo decir es que mandado disculpado. Y lo único que le puedo decir con todo respeto como ciudadano chileno o contribuyente que tuvo derecho a voto, señor, es que usted, precisamente usted, señor, tan mal estacionado que el culegua». «¿Qué pasó? ¿Qué pasó? Señora... Gracias, colegas. ¿A qué viene tanto grito? Ah». «No te puedes estacionar acá». «¿Y dónde hay que lo que diga, «No stope»? Yo me stope donde se me para el auto nomás. Y no voy a aguantar que un inmaduro como tú me venga a gritar. Basta de violencia. ¿A qué conduce la violencia? La violencia solo conduce a los pueblos al caos, al odio». Pasó para la mierda la niña en el diario La Cuarta. Ya le dieron 80 meses de menos Jacinto Toño Calameño. Uno ir al baño, sonó La Cuarta. Por eso no hay como El Mercurio si no al baño en patota. El problema es que El Mercurio miente y si no sabe si lo usó o no lo usó. «Entonces, soy gracioso, ¿ah? Soy gracioso». «No te puedes estar sonando acá hombre». «¡Hombre, tu abuela! ¡Ah!». «¿No te puedes estacionar acá? ¿Lo viste el letrero?». «No lo vi, pu. Se lo juro. Se lo juro por este puñetazo de cruces». «Bueno, nace caso de los letreros». «Ay, si le hiciera caso a los letreros andaría así, hinchado con Coca-Cola, po». «Pero que soy gracioso, ¿ah? Y no me digas que te hago una abeja asesina. Mmm». «Ya, me aburriste. Te voy a pasar un parte aunque no estoy acostumbrado. ¿Cómo te llamas vos?». «Yo no me llamo como siempre ando conmigo». «¿Hay qué más? Mejor circula porque esta cuestión se pega, así que yo también apreto cachetes».",Chilenidad,1
226,7,7,0.2679008018447794,7,Hermógenes Conache,1991,1990,7,Remates,"En eso para la ladera va su automóvil como a 200 km/h. «Documento, alto». No, pues primero alto por los documentos de 16... No es que no que la gente moto ya para arreglarla ya. «Alto, documento». «¿Qué pasó? Superloco. No estáis ni allí». «¿Qué pasó, don Tito?». «¿Por qué me dice el Tito?». «Por la T que tenía y tú». «Esto significa tránsito». «Ah, perdón, no es tránsito». «Documento. ¿Por qué me va a pasar una infracción, superloco?». «Porque le va a pasar un parte y viene a la media 200 km por hora se quita». «One moment. O sea, en chileno, John moment. Mira, loco, vengo recién llegando de Europa y en Europa uno puede andar a 300 km/h. Infórmate». Policía dijo: «Si le pasa un parte este joven, capaz que le cause un trauma. A la joven hay que incentivarla». Lo voy a devolver los documentos. Al día siguiente venía el Lolo, ahora venía 80 km/h, pero marcha atrás. Conciencia mismo policía. «Alto, documento, ahora sí». «¿Qué pasó, superloco?». «¿Cómo qué pasó? Bien, a la vez 80 km por hora marcha atrás, ¿no sabe que está prohibido?». «Loco, te dije, ayer quería llegando de Europa y en Europa uno puede andar hasta 120 km por hora si quiere marcha atrás, po. ¿O por qué cree que tiene limpiaparabrisas el auto todo?». O por lo ingenioso el carabinero le devolvió el documento. Al día siguiente venía el Lolo, ahora venía en moto. Con ciencia el mismo policía. No es nada más que estar el mismo policía, si no no puedo terminar de contar el chiste. «Alto, documento». «¿Qué pasó, loco? Si vengo despacito». «Claro que viene despacito, pero vení con la luz para acá. ¿Cómo vení con la luz encendida y son las 4 de la tarde?». «Aquí será a las 4 de la tarde, pero en Europa está oscuro». «Ya, vamos, los documentos».",Remates,1
227,21,21,1.0,21,Hermógenes Conache,1991,1990,21,Abuelos,"Este cuento que voy a relatar a continuación, con todo respeto, lo voy a hacer al pedido general de una sola persona que se fue. Este transcurre más o menos el año 85. Puede haber sido el 84, el 83, el 82, a fines de 73, 74, 75, 76, hasta el comienzo del 90. Los científicos del mundo buscando el esqueleto perdido en Corzón por ahí por África cerca de la Patagonia. Una momia antiquísima, muy antigua. Tratando de descubrir la edad exacta de la momia no pudieron, así que llamaron un concurso mundial que los científicos del país que descubriera la exacta de la momia le iban a pagar la audición del país. Para así necesitar como tres momias, pero es un chiste. El primer país que llamó por teléfono fue el United States of America. «Hello in the pencil». O sea, quiero mañana. «Nosotros americanos descubrir edad de la momia, la momia está entre 5000 y 10 000 años». «No queremos la exacta la momia, si no no hay premio». A la semana suena el teléfono. ¡Ya! Los venezolanos. «Nosotros los alemanes ya suben, no empujan, bajan». Los significa micro en alemán. Suben, no empujen, bajan. «Hemos descubierto ya la edad de la momia. Ya. Ya la momia era de este porte, ya. Y tener entre 5000 y 6000 años, ya». «No, pero exacta la momia, si no no hay premio». A la semana suena el teléfono nuevamente. «Aló, a los niños de la patria». Los bolivianos. «Nuestro de francés C junto ya se acostó y también se levantó. Hemos descubierto la edad de Lemomier. Lemomier tener entre 5000 y 5200 años». «No, que no me saca la momia si no no hay premio». Pasó un mes y no sonó nunca más el teléfono. Al mes y medio suena el teléfono y viene llamada con todo revertido. Y se escucha una voz al otro lado que dice: «Aló». «Si el jefe del mundo a Irene quién le habla». «El mismo, señores». «Nosotros, señores, debo de solucionar todos los problemas, señores. Que han venido... Que han venido... Muchas gracias, señores. Muy tarde llegaron con el aplauso, señores. Nosotros, señores, hemos felicitado, señores, todo eso. Llevo descubierto y escuchen bien, señores politiqueros. He descubierto la edad de la momia. Fíjense que somos pillo. La momia tiene 4432 años, 4 meses, 3 días, 6 horas, 32 minutos, 42 segundos». «Oiga, pero extraordinario, extraordinario, pero dígame, ¿cómo descubrió la momia?». «Eso sí que fue fácil. Le pasé la momia al CNI, costó que hablara, pero al final habló».",Abuelos,1
228,0,0,0.2287899645256771,0,Lucho Navarro,1992,1990,10,Transporte,"Me dijeron que el helicóptero era considerado en Chile del tercer sexo. Porque empieza como un canario. El canario será amarillito, será estúpido, pero no, no, el canario es del... Yo lo que pasa que yo le tengo odio a los canarios, porque usted se compra uno, ¿sabe cuánto te cuesta el canario? Entonces, usted lo tiene en su casa, viene el amigo de Concepción, canta el canario y el: «Mi amor viejo, está cantando el pajarito».",Chilenidad,1
229,26,26,0.0914525638419255,26,Lucho Navarro,1992,1990,15,Escuela,Pero el canario porque no hay homosexualismo en los animales. ¿Ustedes alguna vez vieron un gallo del tercer sexo? ¿Se lo imaginan? Una vez en nuestro campo se vio un toro MU guaso ladino.,Granja,1
230,36,36,1.0,36,Lucho Navarro,1992,1990,36,Aviación,"Pero para evitar problemas con la gente voy a imitar el helicóptero pero al revés; se va a ir acercando a la Quinta Vergara y va a aterrizar aquí. Si no les gusta aguántense, pero si les gusta esperen hasta que llegue el helicóptero y deje de girar pues el famoso rotor así lo escuchan todos, ¿de acuerdo? Ahí va, ahí viene el helicóptero. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10.",Aviación,1
231,0,0,0.1490501646112626,0,Lucho Navarro,1992,1990,0,Chilenidad,Yo cuando mi mamá... yo nací pesando 7 kg y medio. Siete vecinos. Pobre mamá se sentaba así y se veía las patitas mías. Fue la primera mujer en Chile que usó vestido y zapatitos maternales. Y de los 22 hermanos no lloraban.,Chilenidad,1
232,7,7,0.3866947367718986,7,Lucho Navarro,1992,1990,7,Remates,"«Oiga, jefe, un huicito con hielo». «Que hay repoco hielo, señora». «No importa, yo ya ya». «Ah, yo tenía una propinita, tenía tu Lucrecia, dame». «Oye, hay más huicito, pero no hay hielo». «No, pues consígueme, no sé». «Oye, porque no hay hielo, pero consígueme, que no hay hielo. Toma, ahí tenéis dos lucas». «Bueno, voy a ver lo que hago, eh». Al rato, ya, el otro, no, ya no, ya, ya, ya. «No, que ahí tenéis cinco lucas». «Oye, pero que cinco lucas, consígueme hielo, no, o sea, okay, voy a hacer lo que puedo». Para hacer la historia corta, ya llevaban como 10 copas, el tipo se había echado 30 000 pesos o bolsiguis, más hielo. «No, que ya es caso de conciencia. Si te sigo trayendo hielo, el muerto va a llegar repasado con excepción». Sí...",Remates,1
234,19,19,0.0941461927709986,19,Lucho Navarro,1992,1990,7,Remates,"Pero para chupar en el amor, muchacho, no hay que desanimarse a la primera. Como dicen los gringos: «Try again». Que no quiere decir «traguen», sino «try again».",Copuchas,1
238,2,2,1.0,2,Sandy,1993,1990,2,Médicos,"Se trata de un... un señor que fue a ver el médico, miren qué bonito. Y el médico dice: ""¿Usted fuma?"". ""No fumo, doctor"". ""¿Usted toma?"". ""No tomo, doctor"". ""¿Usted trasnocha?"". ""No trasnocha, doctor"". ""¿Y qué vicios tiene?"". ""Soy mentiroso, doctor"".",Médicos,1
240,8,8,0.1109359265993432,8,Sandy,1993,1990,8,Festival,"Hablando de pintura hay gente que se dedica a pintar unos cuadros preciosísimos y le dice un tipo a otro: «¿A vos te gusta la pintura?». «Mira, cuando llego al segundo tarro me empalaga».",Festival,1
241,8,8,1.0,8,Sandy,1993,1990,8,Festival,"Yo me enteré que para que él animara este festival llegaron al canal más o menos como 2800 36 cartas. El director le dice, ""Lo felicitamos, usted va a ser el conductor del programa."" Yo creo que un señor que manda 2836 cartas se merece una recompensa, ¿no es cierto?",Festival,1
242,19,19,0.0908110461131439,19,Sandy,1993,1990,1,Familia,"Padre, madre, hijo mexicano van caminando por avenida la Reforma en México y el niño al ver un automóvil y dice al padre: «Papá, ¿qué es eso?». «Pues qué sé yo». Al rato, papi, ve un avión. «¿Qué es eso?». «Pues qué sé yo». La madre dice: «Deja a tu padre tranquilo, niño». Y el viejo dice: «Deja que el niño se instruya».",Copuchas,1
242,7,7,0.0831638819310833,7,Sandy,1993,1990,1,Familia,"Padre, madre, hijo mexicano van caminando por avenida la Reforma en México y el niño al ver un automóvil y dice al padre: «Papá, ¿qué es eso?». «Pues qué sé yo». Al rato, papi, ve un avión. «¿Qué es eso?». «Pues qué sé yo». La madre dice: «Deja a tu padre tranquilo, niño». Y el viejo dice: «Deja que el niño se instruya».",Remates,2
247,7,7,1.0,7,Sandy,1993,1990,7,Remates,"Había empezado el partido y llega el gallego: «Oye, ¿cómo van?». «0 a 0». «¿Ya?».",Remates,1
248,19,19,0.0827923288170353,19,Sandy,1993,1990,6,Picardía,"«Felipe, ¿cuánto es 5 * 8?». «40». «¿Te pasaste?». «39».",Copuchas,1
250,7,7,0.4405563841734377,7,Sandy,1993,1990,7,Remates,"Andaba paseando y le dice: «Oye, ¿sabes que recién lo vi a Perales, Luis José?». «¿No lo viste a José Luis Perales?». «Sí, pero lo vi de espalda».",Remates,1
251,7,7,1.0,7,Sandy,1993,1990,7,Remates,"La galleguita a punto de casarse le dice al novio: «Joaquín, yo no puedo casarme sin velo». «Bueno, velo».",Remates,1
252,7,7,0.3370886259799397,7,Sandy,1993,1990,7,Remates,"Me lo contó un gastronómico brasilero que entra un señor en un restaurant, pide una ensalada, como no vio los aliños, dice: «¡Garzón, sí es yo!». «¿Puede ser un poquito sal?». «Vos si procura sal, se va que tan sal». Sal suelta del bolsillo, saca un puñado loco. «¿Algo más?». «Pimienta». Pimienta, del chiquilín sacó pimienta. Algo acontece ahora. ¿Sabe que tengo miedo a pedirle vinagre?».",Remates,1
255,1,1,1.0,1,Sandy,1993,1990,1,Familia,"Un muchachito adolescente le dice: «Mamá, quiero ir al cabaret». «No, niño, tú tienes 16 años, no puedes ir al cabaret». «Mamá, ya fui». «¿Y qué viste en el cabaret?». «A papá».",Familia,1
256,32,32,0.090029668890464,32,Sandy,1993,1990,32,Disparates,"Para esa gente linda del interior del país, un guacito le dijo al amigo: «Y han mandado la paloma mensajera, no me entran el sobre, señor».",Disparates,1
257,2,2,1.0,2,Sandy,1993,1990,2,Médicos,"Estaba sentado en el sillón del profesional, el odontólogo y con el torno estaba: «Doctor, doctor, esa no es la muela, no es la muela». «Ya vamos a llegar, ya vamos a llegar».",Médicos,1
258,25,25,0.4203282656257629,25,Sandy,1993,1990,25,Pegados,"Una de las tantas visitas que hizo Julio Iglesias Fue linda, fue linda. Se acerca un guacito y dice, ""Don Julito, ¿me podría cantar esa cancioncita al huevón?"" ¿Cómo? Si me puede cantar esa canción del huevón. Oye, ¿cuál es esa canción? Esa que dice, ""Tropecé de nuevo y en la misma piedra.""",Pegados,1
258,12,12,0.0807372536526174,12,Sandy,1993,1990,25,Pegados,"Una de las tantas visitas que hizo Julio Iglesias Fue linda, fue linda. Se acerca un guacito y dice, ""Don Julito, ¿me podría cantar esa cancioncita al huevón?"" ¿Cómo? Si me puede cantar esa canción del huevón. Oye, ¿cuál es esa canción? Esa que dice, ""Tropecé de nuevo y en la misma piedra.""",Reggaeton,2
259,0,0,1.0,0,Sandy,1993,1990,0,Chilenidad,"Y observé con tantos cubanos que hay en Miami que entra un cubano en un drugstore. Farmacias que venden caramelos, venden helados, todo eso, hacen una mezcla ahí, ¿no? Dice: «Oye, chico, ¿aquí hacen análisis de orina?». «Sí». «Bueno, lávate bien las manos, me haces un sándwich de jamón y queso».",Chilenidad,1
262,1,1,1.0,1,Sandy,1993,1990,1,Familia,"Un niño que le pregunta al padre, ""Papá, ¿por qué anteponen a las palabras la gente re y para magnificar, corroborar, relindo, re fuerte, regrande. Uy, estoy contento, mi boletín dice reprobado.",Familia,1
263,2,2,1.0,2,Sandy,1993,1990,2,Médicos,"Con el otorrinolaringólogo... no estaba el doctor, le dice a la enfermera: «Buenos días, señorita. ¿Está el doctor?». «En este momento no, ¿por qué no lo espera en el hall?». «Mejor me quedo en la sombra».",Médicos,1
265,9,9,1.0,9,Sandy,1993,1990,9,Política,"Estados Unidos, va a la Casa Blanca y digo: «El señor Bill Clinton está en Ohio, amigo».",Política,1
266,1,1,1.0,1,Sandy,1993,1990,1,Familia,"Porque los niños son veraces, no mienten nunca. Un señor estaba convencido que su cabro chico nunca había mentido: «Si sabes, niño, dígame una mentira». Y el chico dijo: «Papá».",Familia,1
267,1,1,1.0,1,Sandy,1993,1990,1,Familia,"En una oportunidad un niño le dijo a la madre: «Mamita, contame por qué mi papito mató al vendedor de diario». No mienten los chicos, son veraces.",Familia,1
268,1,1,1.0,1,Sandy,1993,1990,1,Familia,Llega un cobrador de deudores morosos a una casa donde atiende una nena. «¿Está tu papá?». «No está mi papá». «¿Y tu mamá?». «También se escondió».,Familia,1
270,1,1,1.0,1,Sandy,1993,1990,1,Familia,"Le dice a la madre: «Mamá... no quiero ir a la escuela». «Sí, tenés que ir». «Es que los chicos me cargan mucho, no quiero ir a la escuela, no quiero ir a la escuela». «Tienes que ir por tres razones: es tu obligación, tienes 45 años y eres el director de la escuela».",Familia,1
271,2,2,0.2569386504876841,2,Sandy,1993,1990,2,Médicos,"Ya una vez fui a ver, todo traumado, a un psicoanalista y dije: «Doctor, nadie me da...». Y el doctor dijo: «Que pase el que sigue».",Médicos,1
272,2,2,0.0955166963479013,2,Sandy,1993,1990,2,Médicos,"Sale del sopor de la anestesia: «¿Cómo salió de la operación, doctor?». «Yo no soy doctor, soy San Pedro».",Médicos,1
274,0,0,0.3770268978784999,0,Piña Colada,1993,1990,0,Chilenidad,"¡Hola! Mira, Chile. Yo también soy chileno. Chiquillo, yo vengo de los Andes. Momento, no piensen... de los Andes, pero de al lado acá de la cordillera.",Chilenidad,1
275,0,0,0.1114660390470785,0,Piña Colada,1993,1990,10,Transporte,"Fíjese que cuando venía para acá tuve un gran problema: allá en Santiago se estaban llevando preso a los vendedores ambulantes en el Paseo Ahumada. Tenían la escoba y entre medio de los carabineros había un vendedor patudo: «A 10 pesos las pelotas, pelotas plásticas, ¿quiere pelota?». Se da vuelta el teniente y dice: «A ver, mi cabo, sálgase de esa de las pelotas». Y no lo puedo traer de las mechas nomás.",Chilenidad,1
278,0,0,1.0,0,Piña Colada,1993,1990,0,Chilenidad,"Me pasó ahí en Argentina, pillaron a un caballero caminando. Bueno, pero pero hay que contar el chiste, po. Y va un caballero caminando y lo pilla un periodista y, «¡Che!», le dice, «¡Che, general! ¿Qué no ha hecho eso acá?». «Vengo a sacarme una muela». «¡Che! ¿Cómo dijiste?». «Vengo de Chile», dice mi general, «que allá en Chile no hay buenos dentistas». «Es que ya no puedo abrir la boca».",Chilenidad,1
279,2,2,0.1032880617883666,2,Piña Colada,1993,1990,2,Médicos,"El otro día, fíjese que una señora llegó al doctor. «¡Ay, doctor! Fíjese que la guagua no quiere mamar». «A ver, señora, permiso. Uy, en realidad están bien secas». «No, tonto, si yo soy la tía; la mamá está allá afuera».",Médicos,1
280,0,0,0.2007140851138861,0,Julio Sabala,1994,1990,0,Chilenidad,"Muy buenas noches, queridos amigos. Es un honor grande para mí formar parte de este evento y de una forma especial... en este año acá en Viña del Mar donde cobra una dimensión mayor. Decirles, como es la primera vez que vengo por estas latitudes, algunas cosas acerca de un servidor, contarles que me llamo evidentemente Julio Zavala, que nací en Santo Domingo en República Dominicana, una bonita isla del Caribe, que soy... Gracias. Que soy dominicano de nacimiento, español por adopción y creo que hoy chileno por conveniencia por eso del monstruo. Besicos a todos ustedes. Gracias.",Chilenidad,1
282,0,0,0.4929067194999841,0,Julio Sabala,1994,1990,0,Chilenidad,"Gracias a todos, queridos hermanos chilenos. Es un honor para mí poder cantar para la mujer chilena, mujer cual admiro por su entrañable filosofía de vida basada en tres principios básicos, según me cuentan, gran defensora de los animales y y con una gran predilección por ellos, según me cuentan, les gusta el jaguar en la puerta, el bisonte en el armario y un un puma en la cama.",Chilenidad,1
283,35,35,1.0,35,Julio Sabala,1994,1990,35,Guitarra,"¿Y qué mejor canción? Porque me siento emocionado, compungido y anonadado y no quiero dirigirme al respetable público en una terminología abstracta con términos adyuso, coyunturales o de sosíribonucleico. Ni yo mismo sé lo que pucha estoy diciendo.",Guitarra,1
284,11,11,0.0936356706911396,11,"Jorge ""Chino"" Navarrete",1994,1990,11,Dinero,"El mundo está cada día más loco y días antes de venir a la Quinta llamé por teléfono a mi casa, me contestó la empleada, le dije: «Dígale a la señora que apenas termine de trabajar, me voy a ir a acostar». «Muy bien, señor, ¿de parte de quién?».",Dinero,1
286,1,1,0.2073498913868549,1,"Jorge ""Chino"" Navarrete",1994,1990,1,Familia,"Mi hijo, oiga, está loco el mundo. Mi hijo antes de salir del colegio me dijo: «Esto para ti, me están enseñando educación sexual en el colegio». «¿Sí? ¿Llegaron a la procreación?». «No, recién vamos en el vientre con lengua».",Familia,1
288,32,32,1.0,32,"Jorge ""Chino"" Navarrete",1994,1990,32,Disparates,"Al presidente del club deportivo estaba dando cuenta y mete más las manos que una machona. Estaba diciendo, «Querido socio, por estos bolsillos no ha pasado dinero ajeno.» Se escuchó una una voz que dijo atrás, «Andá ahí con pantalones nuevos, jetones.»",Disparates,1
292,32,32,1.0,32,"Jorge ""Chino"" Navarrete",1994,1990,32,Disparates,"El tipo entra a un restaurant como a las 4 de la mañana: «Señora, ¿le queda pan amasado?». «Sí, caballero, eso le pasa por hacer mucho».",Disparates,1
